,date,state,fips,cases,deaths,Case_Difference,Daily_PCT_Increase
816,2020-03-17,Maryland,24,57,0,18.0,0.46153846153846145
763,2020-03-16,Maryland,24,39,0,7.0,0.21875
710,2020-03-15,Maryland,24,32,0,5.0,0.18518518518518512
657,2020-03-14,Maryland,24,27,0,9.0,0.5
606,2020-03-13,Maryland,24,18,0,5.0,0.3846153846153846
557,2020-03-12,Maryland,24,13,0,0.0,0.0
510,2020-03-11,Maryland,24,13,0,4.0,0.4444444444444444
469,2020-03-10,Maryland,24,9,0,3.0,0.5
432,2020-03-09,Maryland,24,6,0,1.0,0.19999999999999996
396,2020-03-08,Maryland,24,5,0,2.0,0.6666666666666667
361,2020-03-07,Maryland,24,3,0,0.0,0.0
331,2020-03-06,Maryland,24,3,0,0.0,0.0
2742,2020-04-21,Maine,23,888,36,13.0,0.014857142857142902
2686,2020-04-20,Maine,23,875,35,8.0,0.009227220299884653
2630,2020-04-19,Maine,23,867,34,20.0,0.023612750885478206
2574,2020-04-18,Maine,23,847,32,20.0,0.0241837968561065
2518,2020-04-17,Maine,23,827,29,31.0,0.03894472361809043
2462,2020-04-16,Maine,23,796,27,26.0,0.033766233766233666
2406,2020-04-15,Maine,23,770,24,36.0,0.04904632152588562
2350,2020-04-14,Maine,23,734,20,36.0,0.05157593123209159
2294,2020-04-13,Maine,23,698,19,65.0,0.10268562401263814
2238,2020-04-12,Maine,23,633,19,17.0,0.02759740259740262
2182,2020-04-11,Maine,23,616,19,30.0,0.05119453924914685
2126,2020-04-10,Maine,23,586,17,26.0,0.046428571428571486
2070,2020-04-09,Maine,23,560,16,23.0,0.04283054003724396
2014,2020-04-08,Maine,23,537,14,18.0,0.034682080924855585
1959,2020-04-07,Maine,23,519,12,20.0,0.04008016032064132
1904,2020-04-06,Maine,23,499,10,29.0,0.06170212765957439
1849,2020-04-05,Maine,23,470,10,14.0,0.030701754385964897
1794,2020-04-04,Maine,23,456,10,24.0,0.05555555555555558
1739,2020-04-03,Maine,23,432,9,56.0,0.14893617021276606
1684,2020-04-02,Maine,23,376,7,32.0,0.09302325581395343
1629,2020-04-01,Maine,23,344,7,41.0,0.13531353135313529
1574,2020-03-31,Maine,23,303,5,28.0,0.10181818181818181
1519,2020-03-30,Maine,23,275,3,22.0,0.08695652173913038
1464,2020-03-29,Maine,23,253,3,42.0,0.19905213270142186
1409,2020-03-28,Maine,23,211,1,43.0,0.25595238095238093
1355,2020-03-27,Maine,23,168,1,13.0,0.08387096774193559
1301,2020-03-26,Maine,23,155,0,13.0,0.09154929577464799
1247,2020-03-25,Maine,23,142,0,24.0,0.20338983050847448
1193,2020-03-24,Maine,23,118,0,11.0,0.10280373831775691
1139,2020-03-23,Maine,23,107,0,18.0,0.202247191011236
1085,2020-03-22,Maine,23,89,0,19.0,0.27142857142857135
1031,2020-03-21,Maine,23,70,0,13.0,0.22807017543859653
977,2020-03-20,Maine,23,57,0,5.0,0.09615384615384626
923,2020-03-19,Maine,23,52,0,9.0,0.20930232558139528
869,2020-03-18,Maine,23,43,0,11.0,0.34375
815,2020-03-17,Maine,23,32,0,15.0,0.8823529411764706
762,2020-03-16,Maine,23,17,0,5.0,0.41666666666666674
709,2020-03-15,Maine,23,12,0,9.0,3.0
656,2020-03-14,Maine,23,3,0,1.0,0.5
605,2020-03-13,Maine,23,2,0,1.0,1.0
2741,2020-04-21,Louisiana,22,24854,1405,331.0,0.013497532928271383
2685,2020-04-20,Louisiana,22,24523,1328,595.0,0.024866265463055814
2629,2020-04-19,Louisiana,22,23928,1296,348.0,0.014758269720101858
2573,2020-04-18,Louisiana,22,23580,1267,462.0,0.019984427718660713
2517,2020-04-17,Louisiana,22,23118,1213,586.0,0.026007456062489
2461,2020-04-16,Louisiana,22,22532,1156,581.0,0.026468042458202445
2405,2020-04-15,Louisiana,22,21951,1103,433.0,0.020122687982154552
2349,2020-04-14,Louisiana,22,21518,1013,502.0,0.023886562618957052
2293,2020-04-13,Louisiana,22,21016,884,421.0,0.020441854819130967
2237,2020-04-12,Louisiana,22,20595,840,581.0,0.029029679224542804
2181,2020-04-11,Louisiana,22,20014,806,761.0,0.03952630758842779
2125,2020-04-10,Louisiana,22,19253,755,970.0,0.0530547503144998
2069,2020-04-09,Louisiana,22,18283,702,1253.0,0.07357604227833225
2013,2020-04-08,Louisiana,22,17030,652,746.0,0.04581183984279047
1958,2020-04-07,Louisiana,22,16284,582,1417.0,0.09531176431021726
1903,2020-04-06,Louisiana,22,14867,512,1857.0,0.14273635664873185
1848,2020-04-05,Louisiana,22,13010,477,514.0,0.04113316261203592
1793,2020-04-04,Louisiana,22,12496,412,2199.0,0.2135573468000389
1738,2020-04-03,Louisiana,22,10297,370,1147.0,0.1253551912568307
1683,2020-04-02,Louisiana,22,9150,310,2726.0,0.42434620174346205
1628,2020-04-01,Louisiana,22,6424,273,1187.0,0.22665648271911398
1573,2020-03-31,Louisiana,22,5237,240,1212.0,0.30111801242236025
1518,2020-03-30,Louisiana,22,4025,186,485.0,0.13700564971751406
1463,2020-03-29,Louisiana,22,3540,152,225.0,0.0678733031674208
1408,2020-03-28,Louisiana,22,3315,137,569.0,0.20721048798252006
1354,2020-03-27,Louisiana,22,2746,119,441.0,0.19132321041214762
1300,2020-03-26,Louisiana,22,2305,83,510.0,0.28412256267409464
1246,2020-03-25,Louisiana,22,1795,65,407.0,0.29322766570605197
1192,2020-03-24,Louisiana,22,1388,46,216.0,0.1843003412969284
1138,2020-03-23,Louisiana,22,1172,34,335.0,0.40023894862604537
1084,2020-03-22,Louisiana,22,837,20,74.0,0.09698558322411532
1030,2020-03-21,Louisiana,22,763,16,226.0,0.42085661080074477
976,2020-03-20,Louisiana,22,537,10,145.0,0.3698979591836735
922,2020-03-19,Louisiana,22,392,10,112.0,0.3999999999999999
868,2020-03-18,Louisiana,22,280,7,84.0,0.4285714285714286
814,2020-03-17,Louisiana,22,196,5,59.0,0.43065693430656937
761,2020-03-16,Louisiana,22,137,3,34.0,0.33009708737864085
708,2020-03-15,Louisiana,22,103,2,26.0,0.33766233766233755
655,2020-03-14,Louisiana,22,77,1,41.0,1.1388888888888888
604,2020-03-13,Louisiana,22,36,0,22.0,1.5714285714285716
555,2020-03-12,Louisiana,22,14,0,1.0,0.07692307692307687
509,2020-03-11,Louisiana,22,13,0,7.0,1.1666666666666665
468,2020-03-10,Louisiana,22,6,0,5.0,5.0
2740,2020-04-21,Kentucky,21,3193,172,143.0,0.04688524590163934
2684,2020-04-20,Kentucky,21,3050,155,90.0,0.030405405405405483
2628,2020-04-19,Kentucky,21,2960,149,253.0,0.09346139637975615
2572,2020-04-18,Kentucky,21,2707,145,185.0,0.07335448057097538
2516,2020-04-17,Kentucky,21,2522,139,93.0,0.0382873610539316
2460,2020-04-16,Kentucky,21,2429,131,134.0,0.05838779956427009
2404,2020-04-15,Kentucky,21,2295,124,85.0,0.03846153846153855
2348,2020-04-14,Kentucky,21,2210,115,162.0,0.0791015625
2292,2020-04-13,Kentucky,21,2048,106,85.0,0.043301069791136015
2236,2020-04-12,Kentucky,21,1963,98,112.0,0.060507833603457684
2180,2020-04-11,Kentucky,21,1851,94,149.0,0.08754406580493534
2124,2020-04-10,Kentucky,21,1702,90,177.0,0.11606557377049187
2068,2020-04-09,Kentucky,21,1525,84,132.0,0.09475951184493892
2012,2020-04-08,Kentucky,21,1393,73,104.0,0.08068269976726139
1957,2020-04-07,Kentucky,21,1289,66,232.0,0.21948912015137179
1902,2020-04-06,Kentucky,21,1057,52,9.0,0.00858778625954204
1847,2020-04-05,Kentucky,21,1048,44,131.0,0.1428571428571428
1792,2020-04-04,Kentucky,21,917,40,147.0,0.19090909090909092
1737,2020-04-03,Kentucky,21,770,34,15.0,0.019867549668874274
1682,2020-04-02,Kentucky,21,755,34,73.0,0.10703812316715533
1627,2020-04-01,Kentucky,21,682,20,92.0,0.1559322033898305
1572,2020-03-31,Kentucky,21,590,18,110.0,0.22916666666666674
1517,2020-03-30,Kentucky,21,480,11,41.0,0.09339407744874717
1462,2020-03-29,Kentucky,21,439,9,45.0,0.1142131979695431
1407,2020-03-28,Kentucky,21,394,9,92.0,0.304635761589404
1353,2020-03-27,Kentucky,21,302,8,54.0,0.217741935483871
1299,2020-03-26,Kentucky,21,248,5,50.0,0.2525252525252526
1245,2020-03-25,Kentucky,21,198,5,41.0,0.26114649681528657
1191,2020-03-24,Kentucky,21,157,3,33.0,0.2661290322580645
1137,2020-03-23,Kentucky,21,124,3,21.0,0.20388349514563098
1083,2020-03-22,Kentucky,21,103,3,19.0,0.22619047619047628
1029,2020-03-21,Kentucky,21,84,3,21.0,0.33333333333333326
975,2020-03-20,Kentucky,21,63,2,16.0,0.34042553191489366
921,2020-03-19,Kentucky,21,47,2,12.0,0.34285714285714275
867,2020-03-18,Kentucky,21,35,1,9.0,0.34615384615384626
813,2020-03-17,Kentucky,21,26,1,4.0,0.18181818181818188
760,2020-03-16,Kentucky,21,22,1,1.0,0.04761904761904767
707,2020-03-15,Kentucky,21,21,0,3.0,0.16666666666666674
654,2020-03-14,Kentucky,21,18,0,7.0,0.6363636363636365
603,2020-03-13,Kentucky,21,11,0,0.0,0.0
554,2020-03-12,Kentucky,21,11,0,4.0,0.5714285714285714
508,2020-03-11,Kentucky,21,7,0,0.0,0.0
467,2020-03-10,Kentucky,21,7,0,2.0,0.3999999999999999
430,2020-03-09,Kentucky,21,5,0,1.0,0.25
395,2020-03-08,Kentucky,21,4,0,3.0,3.0
360,2020-03-07,Kentucky,21,1,0,0.0,0.0
2739,2020-04-21,Kansas,20,2115,107,84.0,0.041358936484490405
2683,2020-04-20,Kansas,20,2031,101,133.0,0.0700737618545837
2627,2020-04-19,Kansas,20,1898,94,78.0,0.04285714285714293
2571,2020-04-18,Kansas,20,1820,86,89.0,0.05141536683997683
2515,2020-04-17,Kansas,20,1731,84,137.0,0.08594730238393988
2459,2020-04-16,Kansas,20,1594,80,92.0,0.06125166444740349
2403,2020-04-15,Kansas,20,1502,76,63.0,0.04378040305767894
2347,2020-04-14,Kansas,20,1439,69,56.0,0.04049168474331166
2291,2020-04-13,Kansas,20,1383,63,45.0,0.03363228699551568
2235,2020-04-12,Kansas,20,1338,56,55.0,0.0428682774746687
2179,2020-04-11,Kansas,20,1283,55,103.0,0.08728813559322024
2123,2020-04-10,Kansas,20,1180,50,64.0,0.057347670250896154
2067,2020-04-09,Kansas,20,1116,42,61.0,0.057819905213270184
2011,2020-04-08,Kansas,20,1055,38,150.0,0.16574585635359118
1956,2020-04-07,Kansas,20,905,30,52.0,0.060961313012895646
1901,2020-04-06,Kansas,20,853,25,90.0,0.11795543905635641
1846,2020-04-05,Kansas,20,763,23,62.0,0.0884450784593438
1791,2020-04-04,Kansas,20,701,21,77.0,0.1233974358974359
1736,2020-04-03,Kansas,20,624,19,70.0,0.12635379061371843
1681,2020-04-02,Kansas,20,554,14,66.0,0.13524590163934436
1626,2020-04-01,Kansas,20,488,11,54.0,0.12442396313364057
1571,2020-03-31,Kansas,20,434,10,61.0,0.16353887399463818
1516,2020-03-30,Kansas,20,373,9,41.0,0.12349397590361444
1461,2020-03-29,Kansas,20,332,7,61.0,0.22509225092250928
1406,2020-03-28,Kansas,20,271,6,59.0,0.27830188679245293
1352,2020-03-27,Kansas,20,212,4,41.0,0.23976608187134496
1298,2020-03-26,Kansas,20,171,3,39.0,0.2954545454545454
1244,2020-03-25,Kansas,20,132,3,33.0,0.33333333333333326
1190,2020-03-24,Kansas,20,99,3,17.0,0.20731707317073167
1136,2020-03-23,Kansas,20,82,2,16.0,0.24242424242424243
1082,2020-03-22,Kansas,20,66,2,9.0,0.1578947368421053
1028,2020-03-21,Kansas,20,57,2,8.0,0.16326530612244894
974,2020-03-20,Kansas,20,49,1,14.0,0.3999999999999999
920,2020-03-19,Kansas,20,35,1,13.0,0.5909090909090908
866,2020-03-18,Kansas,20,22,1,5.0,0.2941176470588236
812,2020-03-17,Kansas,20,17,1,6.0,0.5454545454545454
759,2020-03-16,Kansas,20,11,1,2.0,0.22222222222222232
706,2020-03-15,Kansas,20,9,1,1.0,0.125
653,2020-03-14,Kansas,20,8,1,2.0,0.33333333333333326
602,2020-03-13,Kansas,20,6,1,1.0,0.19999999999999996
553,2020-03-12,Kansas,20,5,1,4.0,4.0
507,2020-03-11,Kansas,20,1,0,0.0,0.0
466,2020-03-10,Kansas,20,1,0,0.0,0.0
429,2020-03-09,Kansas,20,1,0,0.0,0.0
394,2020-03-08,Kansas,20,1,0,0.0,0.0
2738,2020-04-21,Iowa,19,3641,83,466.0,0.146771653543307
2682,2020-04-20,Iowa,19,3175,79,260.0,0.08919382504288165
2626,2020-04-19,Iowa,19,2915,75,402.0,0.15996816553919624
2570,2020-04-18,Iowa,19,2513,74,181.0,0.07761578044596917
2514,2020-04-17,Iowa,19,2332,64,191.0,0.08921064922933208
2458,2020-04-16,Iowa,19,2141,60,146.0,0.07318295739348368
2402,2020-04-15,Iowa,19,1995,53,96.0,0.05055292259083721
2346,2020-04-14,Iowa,19,1899,44,189.0,0.11052631578947358
2290,2020-04-13,Iowa,19,1710,44,123.0,0.07750472589792068
2234,2020-04-12,Iowa,19,1587,41,77.0,0.05099337748344368
2178,2020-04-11,Iowa,19,1510,34,122.0,0.08789625360230557
2122,2020-04-10,Iowa,19,1388,31,118.0,0.09291338582677167
2066,2020-04-09,Iowa,19,1270,27,125.0,0.10917030567685582
2010,2020-04-08,Iowa,19,1145,27,97.0,0.09255725190839703
1955,2020-04-07,Iowa,19,1048,26,102.0,0.10782241014799165
1900,2020-04-06,Iowa,19,946,25,78.0,0.08986175115207384
1845,2020-04-05,Iowa,19,868,22,82.0,0.10432569974554706
1790,2020-04-04,Iowa,19,786,11,87.0,0.1244635193133048
1735,2020-04-03,Iowa,19,699,11,85.0,0.13843648208469062
1680,2020-04-02,Iowa,19,614,11,65.0,0.11839708561020035
1625,2020-04-01,Iowa,19,549,9,51.0,0.10240963855421681
1570,2020-03-31,Iowa,19,498,7,74.0,0.17452830188679247
1515,2020-03-30,Iowa,19,424,6,88.0,0.26190476190476186
1460,2020-03-29,Iowa,19,336,4,38.0,0.12751677852348986
1405,2020-03-28,Iowa,19,298,3,63.0,0.2680851063829788
1351,2020-03-27,Iowa,19,235,3,56.0,0.3128491620111731
1297,2020-03-26,Iowa,19,179,1,34.0,0.23448275862068968
1243,2020-03-25,Iowa,19,145,1,21.0,0.1693548387096775
1189,2020-03-24,Iowa,19,124,1,19.0,0.18095238095238098
1135,2020-03-23,Iowa,19,105,0,15.0,0.16666666666666674
1081,2020-03-22,Iowa,19,90,0,22.0,0.32352941176470584
1027,2020-03-21,Iowa,19,68,0,23.0,0.5111111111111111
973,2020-03-20,Iowa,19,45,0,1.0,0.022727272727272707
919,2020-03-19,Iowa,19,44,0,6.0,0.1578947368421053
865,2020-03-18,Iowa,19,38,0,9.0,0.31034482758620685
811,2020-03-17,Iowa,19,29,0,7.0,0.3181818181818181
758,2020-03-16,Iowa,19,22,0,0.0,0.0
705,2020-03-15,Iowa,19,22,0,4.0,0.22222222222222232
652,2020-03-14,Iowa,19,18,0,1.0,0.05882352941176472
601,2020-03-13,Iowa,19,17,0,1.0,0.0625
552,2020-03-12,Iowa,19,16,0,2.0,0.1428571428571428
506,2020-03-11,Iowa,19,14,0,1.0,0.07692307692307687
465,2020-03-10,Iowa,19,13,0,5.0,0.625
428,2020-03-09,Iowa,19,8,0,5.0,1.6666666666666665
2737,2020-04-21,Indiana,18,12097,630,411.0,0.03517028923498211
2681,2020-04-20,Indiana,18,11686,569,476.0,0.042462087421944794
2625,2020-04-19,Indiana,18,11210,562,569.0,0.05347241800582658
2569,2020-04-18,Indiana,18,10641,545,487.0,0.04796139452432535
2513,2020-04-17,Indiana,18,10154,519,612.0,0.06413749738000418
2457,2020-04-16,Indiana,18,9542,477,587.0,0.06554997208263535
2401,2020-04-15,Indiana,18,8955,436,428.0,0.05019350299050074
2345,2020-04-14,Indiana,18,8527,387,291.0,0.035332685769791095
2289,2020-04-13,Indiana,18,8236,350,308.0,0.03884964682139258
2233,2020-04-12,Indiana,18,7928,343,493.0,0.06630800268997983
2177,2020-04-11,Indiana,18,7435,330,528.0,0.07644418705660927
2121,2020-04-10,Indiana,18,6907,300,556.0,0.08754526846165955
2065,2020-04-09,Indiana,18,6351,246,408.0,0.0686521958606765
2009,2020-04-08,Indiana,18,5943,203,436.0,0.07917196295623752
1954,2020-04-07,Indiana,18,5507,173,551.0,0.11117836965294603
1899,2020-04-06,Indiana,18,4956,141,545.0,0.12355474948991163
1844,2020-04-05,Indiana,18,4411,127,458.0,0.11586137111054895
1789,2020-04-04,Indiana,18,3953,116,516.0,0.1501309281350014
1734,2020-04-03,Indiana,18,3437,102,398.0,0.13096413293846654
1679,2020-04-02,Indiana,18,3039,78,474.0,0.18479532163742696
1624,2020-04-01,Indiana,18,2565,65,406.0,0.18805002315886976
1569,2020-03-31,Indiana,18,2159,50,371.0,0.2074944071588367
1514,2020-03-30,Indiana,18,1788,35,274.0,0.1809775429326288
1459,2020-03-29,Indiana,18,1514,32,282.0,0.22889610389610393
1404,2020-03-28,Indiana,18,1232,31,250.0,0.25458248472505085
1350,2020-03-27,Indiana,18,982,26,326.0,0.49695121951219523
1296,2020-03-26,Indiana,18,656,18,177.0,0.36951983298538615
1242,2020-03-25,Indiana,18,479,14,113.0,0.3087431693989071
1188,2020-03-24,Indiana,18,366,12,107.0,0.4131274131274132
1134,2020-03-23,Indiana,18,259,7,58.0,0.2885572139303483
1080,2020-03-22,Indiana,18,201,6,75.0,0.5952380952380953
1026,2020-03-21,Indiana,18,126,4,47.0,0.5949367088607596
972,2020-03-20,Indiana,18,79,3,23.0,0.4107142857142858
918,2020-03-19,Indiana,18,56,2,17.0,0.4358974358974359
864,2020-03-18,Indiana,18,39,2,9.0,0.30000000000000004
810,2020-03-17,Indiana,18,30,2,6.0,0.25
757,2020-03-16,Indiana,18,24,1,5.0,0.26315789473684204
704,2020-03-15,Indiana,18,19,0,4.0,0.2666666666666666
651,2020-03-14,Indiana,18,15,0,3.0,0.25
600,2020-03-13,Indiana,18,12,0,0.0,0.0
551,2020-03-12,Indiana,18,12,0,1.0,0.09090909090909083
505,2020-03-11,Indiana,18,11,0,5.0,0.8333333333333333
464,2020-03-10,Indiana,18,6,0,2.0,0.5
427,2020-03-09,Indiana,18,4,0,2.0,1.0
392,2020-03-08,Indiana,18,2,0,1.0,1.0
358,2020-03-07,Indiana,18,1,0,0.0,0.0
2736,2020-04-21,Illinois,17,33059,1479,1551.0,0.04922559350006339
2680,2020-04-20,Illinois,17,31508,1359,1151.0,0.03791547254340011
2624,2020-04-19,Illinois,17,30357,1302,1197.0,0.04104938271604941
2568,2020-04-18,Illinois,17,29160,1272,1585.0,0.05747960108794192
2512,2020-04-17,Illinois,17,27575,1142,1841.0,0.07153959741975591
2456,2020-04-16,Illinois,17,25734,1081,1141.0,0.04639531574025124
2400,2020-04-15,Illinois,17,24593,958,1346.0,0.05789994407880594
2344,2020-04-14,Illinois,17,23247,878,1222.0,0.055482406356413216
2288,2020-04-13,Illinois,17,22025,800,1173.0,0.05625359677728747
2232,2020-04-12,Illinois,17,20852,727,1672.0,0.08717413972888433
2176,2020-04-11,Illinois,17,19180,682,1293.0,0.07228713590876046
2120,2020-04-10,Illinois,17,17887,607,1465.0,0.08920959688223107
2064,2020-04-09,Illinois,17,16422,534,1344.0,0.08913649025069637
2008,2020-04-08,Illinois,17,15078,464,1529.0,0.11284965680124004
1953,2020-04-07,Illinois,17,13549,384,1287.0,0.10495840809003432
1898,2020-04-06,Illinois,17,12262,309,986.0,0.0874423554451933
1843,2020-04-05,Illinois,17,11276,282,919.0,0.08873225837597754
1788,2020-04-04,Illinois,17,10357,248,1453.0,0.16318508535489662
1733,2020-04-03,Illinois,17,8904,211,1209.0,0.15711500974658876
1678,2020-04-02,Illinois,17,7695,165,715.0,0.10243553008595985
1623,2020-04-01,Illinois,17,6980,146,986.0,0.1644978311644978
1568,2020-03-31,Illinois,17,5994,107,924.0,0.18224852071005926
1513,2020-03-30,Illinois,17,5070,84,457.0,0.0990678517233905
1458,2020-03-29,Illinois,17,4613,70,1066.0,0.300535663941359
1403,2020-03-28,Illinois,17,3547,50,518.0,0.1710135358204028
1349,2020-03-27,Illinois,17,3029,37,491.0,0.19345941686367207
1295,2020-03-26,Illinois,17,2538,26,663.0,0.3535999999999999
1241,2020-03-25,Illinois,17,1875,21,340.0,0.22149837133550498
1187,2020-03-24,Illinois,17,1535,16,250.0,0.19455252918287935
1133,2020-03-23,Illinois,17,1285,12,238.0,0.22731614135625589
1079,2020-03-22,Illinois,17,1047,9,296.0,0.3941411451398136
1025,2020-03-21,Illinois,17,751,6,168.0,0.288164665523156
971,2020-03-20,Illinois,17,583,5,163.0,0.38809523809523805
917,2020-03-19,Illinois,17,420,4,134.0,0.46853146853146854
863,2020-03-18,Illinois,17,286,1,127.0,0.7987421383647799
809,2020-03-17,Illinois,17,159,1,55.0,0.5288461538461537
756,2020-03-16,Illinois,17,104,0,10.0,0.1063829787234043
703,2020-03-15,Illinois,17,94,0,28.0,0.4242424242424243
650,2020-03-14,Illinois,17,66,0,20.0,0.4347826086956521
599,2020-03-13,Illinois,17,46,0,14.0,0.4375
550,2020-03-12,Illinois,17,32,0,7.0,0.28
504,2020-03-11,Illinois,17,25,0,6.0,0.3157894736842106
463,2020-03-10,Illinois,17,19,0,8.0,0.7272727272727273
426,2020-03-09,Illinois,17,11,0,4.0,0.5714285714285714
391,2020-03-08,Illinois,17,7,0,1.0,0.16666666666666674
357,2020-03-07,Illinois,17,6,0,0.0,0.0
328,2020-03-06,Illinois,17,6,0,1.0,0.19999999999999996
306,2020-03-05,Illinois,17,5,0,1.0,0.25
288,2020-03-04,Illinois,17,4,0,0.0,0.0
272,2020-03-03,Illinois,17,4,0,0.0,0.0
257,2020-03-02,Illinois,17,4,0,1.0,0.33333333333333326
243,2020-03-01,Illinois,17,3,0,0.0,0.0
232,2020-02-29,Illinois,17,3,0,1.0,0.5
222,2020-02-28,Illinois,17,2,0,0.0,0.0
213,2020-02-27,Illinois,17,2,0,0.0,0.0
204,2020-02-26,Illinois,17,2,0,0.0,0.0
195,2020-02-25,Illinois,17,2,0,0.0,0.0
187,2020-02-24,Illinois,17,2,0,0.0,0.0
179,2020-02-23,Illinois,17,2,0,0.0,0.0
171,2020-02-22,Illinois,17,2,0,0.0,0.0
163,2020-02-21,Illinois,17,2,0,0.0,0.0
155,2020-02-20,Illinois,17,2,0,0.0,0.0
147,2020-02-19,Illinois,17,2,0,0.0,0.0
139,2020-02-18,Illinois,17,2,0,0.0,0.0
131,2020-02-17,Illinois,17,2,0,0.0,0.0
124,2020-02-16,Illinois,17,2,0,0.0,0.0
117,2020-02-15,Illinois,17,2,0,0.0,0.0
110,2020-02-14,Illinois,17,2,0,0.0,0.0
103,2020-02-13,Illinois,17,2,0,0.0,0.0
96,2020-02-12,Illinois,17,2,0,0.0,0.0
90,2020-02-11,Illinois,17,2,0,0.0,0.0
84,2020-02-10,Illinois,17,2,0,0.0,0.0
78,2020-02-09,Illinois,17,2,0,0.0,0.0
72,2020-02-08,Illinois,17,2,0,0.0,0.0
66,2020-02-07,Illinois,17,2,0,0.0,0.0
60,2020-02-06,Illinois,17,2,0,0.0,0.0
54,2020-02-05,Illinois,17,2,0,0.0,0.0
49,2020-02-04,Illinois,17,2,0,0.0,0.0
44,2020-02-03,Illinois,17,2,0,0.0,0.0
39,2020-02-02,Illinois,17,2,0,0.0,0.0
34,2020-02-01,Illinois,17,2,0,0.0,0.0
30,2020-01-31,Illinois,17,2,0,0.0,0.0
26,2020-01-30,Illinois,17,2,0,1.0,1.0
22,2020-01-29,Illinois,17,1,0,0.0,0.0
18,2020-01-28,Illinois,17,1,0,0.0,0.0
14,2020-01-27,Illinois,17,1,0,0.0,0.0
10,2020-01-26,Illinois,17,1,0,0.0,0.0
6,2020-01-25,Illinois,17,1,0,0.0,0.0
2735,2020-04-21,Idaho,16,1659,51,21.0,0.012820512820512775
2679,2020-04-20,Idaho,16,1638,48,57.0,0.036053130929791344
2623,2020-04-19,Idaho,16,1581,45,4.0,0.0025364616360177283
2567,2020-04-18,Idaho,16,1577,44,11.0,0.007024265644955285
2511,2020-04-17,Idaho,16,1566,43,38.0,0.024869109947643908
2455,2020-04-16,Idaho,16,1528,41,21.0,0.013934970139349634
2399,2020-04-15,Idaho,16,1507,41,43.0,0.029371584699453557
2343,2020-04-14,Idaho,16,1464,39,11.0,0.007570543702684063
2287,2020-04-13,Idaho,16,1453,33,27.0,0.018934081346423604
2231,2020-04-12,Idaho,16,1426,27,19.0,0.013503909026297167
2175,2020-04-11,Idaho,16,1407,27,10.0,0.007158196134574135
2119,2020-04-10,Idaho,16,1397,25,44.0,0.03252032520325199
2063,2020-04-09,Idaho,16,1353,24,121.0,0.09821428571428581
2007,2020-04-08,Idaho,16,1232,19,22.0,0.018181818181818077
1952,2020-04-07,Idaho,16,1210,15,40.0,0.03418803418803429
1897,2020-04-06,Idaho,16,1170,13,69.0,0.06267029972752036
1842,2020-04-05,Idaho,16,1101,10,24.0,0.022284122562674202
1787,2020-04-04,Idaho,16,1077,10,64.0,0.06317867719644621
1732,2020-04-03,Idaho,16,1013,10,122.0,0.1369248035914703
1677,2020-04-02,Idaho,16,891,9,222.0,0.3318385650224216
1622,2020-04-01,Idaho,16,669,9,143.0,0.2718631178707225
1567,2020-03-31,Idaho,16,526,9,111.0,0.26746987951807233
1512,2020-03-30,Idaho,16,415,7,105.0,0.33870967741935476
1457,2020-03-29,Idaho,16,310,6,49.0,0.1877394636015326
1402,2020-03-28,Idaho,16,261,5,30.0,0.1298701298701299
1348,2020-03-27,Idaho,16,231,4,42.0,0.22222222222222232
1294,2020-03-26,Idaho,16,189,3,66.0,0.5365853658536586
1240,2020-03-25,Idaho,16,123,0,50.0,0.6849315068493151
1186,2020-03-24,Idaho,16,73,0,23.0,0.45999999999999996
1132,2020-03-23,Idaho,16,50,0,3.0,0.06382978723404253
1078,2020-03-22,Idaho,16,47,0,5.0,0.11904761904761907
1024,2020-03-21,Idaho,16,42,0,11.0,0.35483870967741926
970,2020-03-20,Idaho,16,31,0,8.0,0.34782608695652173
916,2020-03-19,Idaho,16,23,0,12.0,1.0909090909090908
862,2020-03-18,Idaho,16,11,0,2.0,0.22222222222222232
808,2020-03-17,Idaho,16,9,0,4.0,0.8
755,2020-03-16,Idaho,16,5,0,0.0,0.0
702,2020-03-15,Idaho,16,5,0,0.0,0.0
649,2020-03-14,Idaho,16,5,0,4.0,4.0
2734,2020-04-21,Hawaii,15,580,12,2.0,0.0034602076124568004
2678,2020-04-20,Hawaii,15,578,10,4.0,0.006968641114982521
2622,2020-04-19,Hawaii,15,574,10,6.0,0.010563380281690238
2566,2020-04-18,Hawaii,15,568,9,21.0,0.03839122486288837
2510,2020-04-17,Hawaii,15,547,9,12.0,0.02242990654205612
2454,2020-04-16,Hawaii,15,535,9,11.0,0.020992366412213803
2398,2020-04-15,Hawaii,15,524,9,13.0,0.02544031311154593
2342,2020-04-14,Hawaii,15,511,9,9.0,0.017928286852589626
2286,2020-04-13,Hawaii,15,502,9,5.0,0.010060362173038184
2230,2020-04-12,Hawaii,15,497,9,13.0,0.026859504132231482
2174,2020-04-11,Hawaii,15,484,8,21.0,0.04535637149028071
2118,2020-04-10,Hawaii,15,463,8,23.0,0.05227272727272725
2062,2020-04-09,Hawaii,15,440,6,7.0,0.01616628175519641
2006,2020-04-08,Hawaii,15,433,5,25.0,0.06127450980392157
1951,2020-04-07,Hawaii,15,408,5,23.0,0.05974025974025965
1896,2020-04-06,Hawaii,15,385,5,16.0,0.04336043360433606
